def_level,combo,avg_damage,max_damage,top10_threshold_p90,top10_avg_damage
36,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.8920,254,226,236.8000
37,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.8880,258,228,237.7300
38,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.0590,255,227,236.6100
39,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.8660,262,227,236.2700
40,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.0930,260,226,236.1100
41,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.2010,260,224,234.8300
42,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.0620,263,229,239.7300
43,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.0360,263,228,237.1900
44,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.6860,263,228,238.2700
45,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.3470,255,226,235.7500
46,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,194.9290,260,226,235.8400
47,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,194.2530,258,223,233.8600
48,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.2790,255,226,236.0600
49,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.0500,255,227,235.3000
50,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.7390,263,226,235.3500
51,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.2860,259,227,236.8600
52,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.5310,255,227,237.5100
53,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.5940,258,227,236.0800
54,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.8380,260,228,238.8200
55,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,194.9060,267,227,236.9100
56,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.4970,263,225,235.8500
57,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.2660,252,224,234.1400
58,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.8930,259,227,237.7500
59,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.8850,259,227,236.9700
60,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.6270,258,227,237.2800
61,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.2250,259,226,236.6500
62,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.0330,259,226,235.9000
63,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.2200,263,228,237.6600
64,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.7000,260,227,237.3600
65,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.2570,259,226,236.1700
66,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,194.3440,263,226,235.0300
67,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.3180,267,227,237.6800
68,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,194.8130,267,224,234.3400
69,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,193.7130,260,226,236.0900
0,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.1600,264,194,211.4600
1,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.1010,246,193,209.9900
2,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.3900,256,196,212.7700
3,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.1320,260,190,206.2700
4,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.0960,257,192,207.7300
5,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.3890,259,194,207.8700
6,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.6240,250,195,211.3000
7,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.2330,250,194,210.1900
8,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.5780,246,195,210.0800
9,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.4030,248,195,210.6100
10,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.7270,250,194,210.0300
11,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.9490,264,192,209.0700
12,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.8630,252,194,212.1000
13,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.0430,252,196,212.2600
14,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.3000,255,189,203.7300
15,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.6480,245,193,205.1400
16,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.9550,272,189,208.9800
17,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.5840,253,189,205.1600
18,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.7910,257,192,207.1900
19,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.0260,262,193,208.7300
20,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.3830,255,192,208.6000
21,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.2770,247,191,206.3600
22,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.6100,266,193,210.7000
23,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.2390,243,189,207.0000
24,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.2430,242,188,204.6800
25,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.2790,259,195,209.5000
26,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.3900,253,189,207.4100
27,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.5550,242,190,207.1800
28,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.3940,244,190,207.5000
29,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.6680,246,192,210.2500
30,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.3790,257,194,210.4000
31,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.4110,239,186,201.4200
32,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.0720,253,190,206.1300
33,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.4240,249,190,207.3200
34,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.2150,259,188,204.5500
35,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.0120,259,189,207.1700
36,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.9270,239,191,205.4200
37,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.3440,252,188,204.9800
38,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.7250,253,191,205.7700
39,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.9070,244,192,205.7300
40,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.2430,253,189,206.6000
41,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.2190,255,189,205.6200
42,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.2110,250,190,203.6300
43,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.5950,262,189,206.5800
44,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.2670,258,191,208.0900
45,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.0670,239,190,203.4400
46,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.0810,272,188,205.4000
47,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.7770,262,191,207.3200
48,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.0390,264,188,204.1600
49,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.7980,248,188,203.3800
50,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,137.2560,252,185,203.0600
51,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.6890,256,189,205.5000
52,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.4150,243,188,202.1200
53,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.0350,249,187,205.0700
54,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.9380,251,189,206.1400
55,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.6790,250,188,203.1600
56,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.3870,244,191,205.4200
57,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.9760,251,186,203.0400
58,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.9470,235,186,202.4700
59,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.9210,254,186,202.6400
60,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.0930,242,189,203.5800
61,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.6570,247,186,201.2100
62,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.9030,250,187,201.7300
63,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.9470,249,186,205.6300
64,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,136.7330,260,185,201.8000
65,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.9500,240,189,205.6100
66,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.6090,256,185,200.4700
67,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.7300,263,187,204.9300
68,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.1080,273,185,204.0900
69,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,136.3590,250,184,200.7800
0,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.3000,190,142,158.3100
1,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.9140,190,143,159.5500
2,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.3720,186,145,158.4200
3,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.3270,181,142,155.2300
4,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.1340,188,142,155.7200
5,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.2350,188,142,157.2600
6,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.2330,193,142,158.0800
7,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.6310,184,143,158.4800
8,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.0790,190,145,158.4900
9,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.4080,189,145,158.0300
10,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.1030,188,143,156.7500
11,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.0240,194,144,156.6800
12,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.0240,181,140,156.0200
13,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.9740,194,144,156.4900
14,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.9970,193,141,153.3700
15,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.3100,190,145,158.1900
16,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0600,193,142,157.8500
17,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.7030,187,142,155.6900
18,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.8600,182,143,155.7000
19,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.3090,181,144,156.7900
20,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.1980,189,143,155.9000
21,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.7080,186,140,154.5300
22,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.5760,197,146,162.1100
23,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.7400,191,142,158.0800
24,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.3700,192,145,157.4800
25,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.6920,191,143,157.5000
26,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0010,191,143,158.4800
27,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.5980,195,144,157.1800
28,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.1640,189,142,158.4700
29,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.6480,189,143,156.9600
30,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.1490,181,140,154.2400
31,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.5010,186,144,156.8900
32,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.3140,192,140,156.1800
33,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.5300,189,145,157.9000
34,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.7550,186,145,159.2300
35,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.1390,190,142,157.2100
36,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.5760,192,143,155.2000
37,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.3560,184,142,157.2300
38,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.4480,188,142,156.5200
39,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.5990,195,143,154.7000
40,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.5800,191,143,157.6200
41,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.8540,191,141,156.5700
42,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.4180,187,145,158.1900
43,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,96.3940,192,139,155.4700
44,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.0530,192,144,157.3500
