def_level,combo,avg_damage,max_damage,top10_threshold_p90,top10_avg_damage
24,Chally Spec + Chally Spec + Chally Spec,195.0320,322,256,279.0000
25,Chally Spec + Chally Spec + Chally Spec,195.3950,339,261,283.0800
26,Chally Spec + Chally Spec + Chally Spec,195.7040,332,258,279.1000
27,Chally Spec + Chally Spec + Chally Spec,196.4980,328,259,278.7000
28,Chally Spec + Chally Spec + Chally Spec,193.2300,352,257,276.6800
29,Chally Spec + Chally Spec + Chally Spec,193.0120,350,256,281.3100
30,Chally Spec + Chally Spec + Chally Spec,195.4720,345,261,282.0500
31,Chally Spec + Chally Spec + Chally Spec,194.6400,359,261,281.1700
32,Chally Spec + Chally Spec + Chally Spec,193.8840,324,254,272.4000
33,Chally Spec + Chally Spec + Chally Spec,194.8190,336,255,277.3800
34,Chally Spec + Chally Spec + Chally Spec,192.6840,343,256,278.7900
35,Chally Spec + Chally Spec + Chally Spec,192.8330,334,261,283.0300
36,Chally Spec + Chally Spec + Chally Spec,192.4240,331,253,275.5600
37,Chally Spec + Chally Spec + Chally Spec,191.7570,354,254,276.1300
38,Chally Spec + Chally Spec + Chally Spec,194.7260,355,259,278.8400
39,Chally Spec + Chally Spec + Chally Spec,193.5780,333,261,282.9600
40,Chally Spec + Chally Spec + Chally Spec,193.6320,323,255,279.0400
41,Chally Spec + Chally Spec + Chally Spec,190.8160,341,250,275.2900
42,Chally Spec + Chally Spec + Chally Spec,196.7270,350,256,281.2000
43,Chally Spec + Chally Spec + Chally Spec,193.3770,326,254,272.6400
44,Chally Spec + Chally Spec + Chally Spec,194.0080,326,259,276.5300
45,Chally Spec + Chally Spec + Chally Spec,191.4120,345,255,272.8700
46,Chally Spec + Chally Spec + Chally Spec,190.5540,334,253,274.7800
47,Chally Spec + Chally Spec + Chally Spec,193.1090,333,255,277.7300
48,Chally Spec + Chally Spec + Chally Spec,189.0660,321,251,272.6400
49,Chally Spec + Chally Spec + Chally Spec,192.5240,326,258,277.0500
50,Chally Spec + Chally Spec + Chally Spec,192.4100,351,260,280.1500
51,Chally Spec + Chally Spec + Chally Spec,190.7600,333,256,275.0100
52,Chally Spec + Chally Spec + Chally Spec,192.7980,347,257,278.0300
53,Chally Spec + Chally Spec + Chally Spec,192.0450,318,260,280.0600
54,Chally Spec + Chally Spec + Chally Spec,187.7840,333,251,271.1300
55,Chally Spec + Chally Spec + Chally Spec,191.6150,334,256,280.5300
56,Chally Spec + Chally Spec + Chally Spec,189.1410,357,249,272.2800
57,Chally Spec + Chally Spec + Chally Spec,188.9790,328,252,274.1700
58,Chally Spec + Chally Spec + Chally Spec,188.5160,327,252,273.8100
59,Chally Spec + Chally Spec + Chally Spec,189.8850,353,256,276.6400
60,Chally Spec + Chally Spec + Chally Spec,188.9280,349,254,276.4800
61,Chally Spec + Chally Spec + Chally Spec,186.7850,337,253,274.3400
62,Chally Spec + Chally Spec + Chally Spec,187.3580,344,251,274.4600
63,Chally Spec + Chally Spec + Chally Spec,188.1700,347,255,276.3200
64,Chally Spec + Chally Spec + Chally Spec,188.7970,321,251,272.5200
65,Chally Spec + Chally Spec + Chally Spec,188.3760,320,248,268.6100
66,Chally Spec + Chally Spec + Chally Spec,189.6070,345,256,276.4400
67,Chally Spec + Chally Spec + Chally Spec,185.9590,333,250,272.5600
68,Chally Spec + Chally Spec + Chally Spec,186.4370,365,250,271.4300
69,Chally Spec + Chally Spec + Chally Spec,187.6560,311,257,275.0200
0,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,198.9000,262,229,239.1400
1,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.1330,263,226,236.8400
2,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.5340,260,230,239.2800
3,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.2160,259,226,236.4900
4,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.8490,262,229,238.2100
5,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.5960,263,230,238.1700
6,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.6170,267,230,238.3900
7,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.9370,267,227,238.3700
8,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,198.1450,262,228,237.7400
9,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,198.4320,258,228,238.3300
10,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.6330,258,227,237.4500
11,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.8450,263,227,236.5700
12,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.6830,263,229,237.0300
13,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.7170,253,227,236.0900
14,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.0160,267,228,238.3500
15,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.3530,262,227,236.6000
16,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,198.2580,267,227,237.1300
17,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.9630,259,228,237.6900
18,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.4570,267,228,237.5600
19,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.2230,263,229,239.5400
20,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.8170,263,227,239.5500
21,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.8740,263,226,237.3800
22,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.9780,263,227,236.8100
23,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.0940,262,229,239.7600
24,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.6670,262,227,236.4800
25,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.2800,267,228,239.0900
26,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.8330,259,227,236.8200
27,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.4250,256,227,235.7900
28,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.7350,260,226,236.8900
29,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.3010,259,229,238.8800
30,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.1940,256,227,236.3200
31,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.3220,262,227,237.5500
32,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.3580,263,230,238.8300
33,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.0700,259,227,236.8400
34,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.3390,258,226,237.7700
35,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.5080,256,226,235.6000
36,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.3900,263,227,237.0900
37,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.7350,251,227,236.0000
38,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.4820,262,227,235.7500
39,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.0820,254,226,236.4600
40,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.0820,262,228,238.2000
41,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.4180,263,225,235.1400
42,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,197.9160,262,230,240.4500
43,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.1870,259,226,236.8800
44,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.1080,255,226,236.2500
45,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.8670,256,225,234.1000
46,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.5030,256,226,236.4000
47,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.9500,263,226,235.7800
48,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.6960,263,227,238.5100
49,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.2490,260,224,234.6600
50,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.5920,263,228,237.8100
51,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.2010,263,227,238.2700
52,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.9900,255,226,235.2000
53,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.8820,267,227,236.3600
54,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.2220,257,227,235.8200
55,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.5970,258,225,234.6000
56,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.1730,255,227,236.4400
57,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.4010,258,227,236.7800
58,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.3630,259,227,235.6500
59,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.5730,262,225,235.6500
60,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.3780,262,227,237.7400
61,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.1050,263,226,236.3800
62,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.7670,259,227,237.7500
63,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,194.8240,260,226,236.6200
64,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.6070,263,226,237.1200
65,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,194.4590,258,225,235.4300
66,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,196.7970,255,224,234.6200
67,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,195.4830,262,226,235.4500
68,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,194.1920,255,226,235.4000
69,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,194.6520,267,226,236.0300
0,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,150.1080,257,191,207.4900
1,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.6150,238,195,208.7100
2,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.4420,256,197,210.5600
3,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.6470,248,195,210.9900
4,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.9090,239,195,207.5400
5,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.5630,257,192,210.9300
6,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.9270,242,192,205.0400
7,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.9100,237,196,209.2000
8,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.3240,256,195,210.2500
9,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.9900,257,194,211.5900
10,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.7430,244,192,207.1200
11,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.5390,262,191,209.3500
12,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.2250,268,193,209.0800
13,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.3800,250,192,209.5900
14,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.1830,241,189,204.9000
15,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.3450,262,195,209.9000
16,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.2230,250,194,210.9000
17,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.9410,251,192,208.6600
18,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.1060,248,194,208.3300
19,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.7580,248,192,206.4700
20,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.8190,264,195,211.7900
21,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.0870,250,193,209.8200
22,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.7320,249,194,208.5200
23,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.5880,245,195,210.6800
24,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.7860,256,190,205.2000
25,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.9070,244,194,209.7500
26,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.6780,253,191,207.4000
27,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.1040,258,190,205.8500
28,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.9840,250,190,204.2900
29,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.6780,248,194,207.3100
30,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.3050,257,191,204.5600
31,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.4140,265,192,210.0000
32,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.4670,248,189,206.0700
33,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.0710,250,190,207.7600
34,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.3600,240,189,204.3700
35,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.8330,240,189,203.7500
36,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.7780,251,191,206.4400
37,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.2520,255,191,205.7400
38,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.5600,248,191,206.8600
39,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.7750,264,191,206.8500
40,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.3340,256,190,206.0700
41,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.5110,237,188,202.2200
42,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.7560,239,188,203.1300
43,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.7290,252,188,205.6900
44,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.3300,242,190,205.8300
45,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.9120,250,190,205.2300
46,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.9230,259,189,208.1800
47,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.7260,242,190,203.9600
48,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.5060,244,190,203.9700
49,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.5130,247,186,201.3700
50,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.4500,251,190,206.4400
51,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.0370,254,188,204.4900
52,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.1850,248,188,204.6600
53,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.4010,255,184,200.6100
54,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.7130,259,184,202.9400
55,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.0820,264,188,205.6300
56,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.2280,259,188,204.6500
57,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.4910,259,191,207.5500
58,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.3450,246,189,203.6700
59,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.7710,248,189,204.2700
60,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,139.9430,247,190,207.2100
61,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.9820,258,189,207.2200
62,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.9250,233,188,204.3900
63,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.4980,267,187,204.1700
64,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,136.6730,257,183,199.5000
65,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.1370,240,186,200.0100
66,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.2860,253,186,203.6200
67,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.9760,254,188,205.9400
68,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.5570,254,185,203.5900
69,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.3520,249,187,204.1300
0,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.6210,190,140,154.8600
1,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.8760,190,143,159.0900
2,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.8830,188,146,158.1200
3,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.4570,187,144,156.2900
4,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.1800,184,144,157.7000
5,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.7160,187,142,158.1900
6,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.9340,188,147,158.7800
7,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.2140,196,143,155.7700
8,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0170,185,142,155.5600
9,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.0950,191,144,159.3000
10,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.8770,185,140,154.5000
11,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.5870,196,141,155.1600
12,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.8230,191,145,159.4800
13,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.1430,188,144,156.4700
14,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.1480,188,141,155.3700
15,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,101.0720,182,148,159.5900
16,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.7500,183,144,157.0900
17,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.4660,191,139,154.1700
18,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.0450,187,144,156.5400
19,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.0130,190,147,160.1400
20,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.4320,186,141,155.5500
21,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.2610,190,140,155.1900
22,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.0000,187,144,158.2400
23,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.5680,193,144,157.1000
24,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.2580,187,143,154.9300
25,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.3270,187,139,154.5200
26,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0030,192,145,161.5200
27,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.8170,186,142,155.0100
28,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0350,191,143,157.3600
29,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.3450,190,144,159.6900
30,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.7370,178,144,155.8900
31,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.3190,194,143,158.0300
32,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.1080,193,143,158.3700
33,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.8370,188,144,159.4700
34,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.7110,182,145,157.1000
35,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.8440,186,143,155.3100
36,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.5060,183,142,154.9300
37,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.9190,187,141,155.3800
38,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0960,192,140,155.3000
39,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.3720,191,140,154.9700
40,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.5970,188,143,157.7900
41,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.6750,187,143,156.6800
42,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.4200,193,144,157.8600
43,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.5520,185,140,154.2200
44,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.8280,190,141,155.7300
