def_level,combo,avg_damage,max_damage,top10_threshold_p90,top10_avg_damage
51,Chally Spec + Chally Spec + Chally Spec,189.9190,346,255,279.6400
52,Chally Spec + Chally Spec + Chally Spec,191.9110,339,255,273.5000
53,Chally Spec + Chally Spec + Chally Spec,193.3090,340,262,282.8300
54,Chally Spec + Chally Spec + Chally Spec,192.7890,329,259,279.8900
55,Chally Spec + Chally Spec + Chally Spec,190.5650,348,255,277.1800
56,Chally Spec + Chally Spec + Chally Spec,192.0010,326,258,282.4600
57,Chally Spec + Chally Spec + Chally Spec,191.4460,362,258,278.1000
58,Chally Spec + Chally Spec + Chally Spec,189.0140,337,255,278.3400
59,Chally Spec + Chally Spec + Chally Spec,188.4800,338,252,273.2800
60,Chally Spec + Chally Spec + Chally Spec,192.1470,341,256,276.6700
61,Chally Spec + Chally Spec + Chally Spec,188.7100,345,252,275.9500
62,Chally Spec + Chally Spec + Chally Spec,191.5760,329,260,278.6200
63,Chally Spec + Chally Spec + Chally Spec,191.9650,339,260,282.4700
64,Chally Spec + Chally Spec + Chally Spec,190.9310,341,255,280.5000
65,Chally Spec + Chally Spec + Chally Spec,187.6050,311,256,277.6600
66,Chally Spec + Chally Spec + Chally Spec,189.0390,357,250,272.5000
67,Chally Spec + Chally Spec + Chally Spec,189.2800,338,254,274.6700
68,Chally Spec + Chally Spec + Chally Spec,187.5320,360,253,278.8900
69,Chally Spec + Chally Spec + Chally Spec,185.8910,340,253,277.8500
0,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.1910,264,232,242.7500
1,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,205.0310,263,236,245.1900
2,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,204.3510,263,234,243.2100
3,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,204.5510,264,237,246.5100
4,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.2450,264,234,243.0600
5,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.1480,270,233,243.4900
6,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,204.0880,262,234,244.3000
7,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.6240,268,232,242.1400
8,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.2330,264,236,245.1000
9,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.7720,260,233,242.5600
10,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.4770,270,232,243.3500
11,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.6210,268,236,245.3700
12,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.9520,265,232,242.1400
13,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.1800,261,232,240.7900
14,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.4770,269,232,242.4500
15,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.2190,260,235,242.8200
16,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.6480,265,231,243.1900
17,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.2220,268,235,244.8900
18,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.9910,264,234,244.3800
19,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.8250,269,231,243.0600
20,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.4480,268,235,243.9100
21,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.1910,264,234,243.5200
22,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.8050,265,232,242.3600
23,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.4250,269,234,243.9200
24,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.2500,263,231,240.9200
25,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.2950,269,232,242.7600
26,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.6630,264,232,242.5800
27,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.4370,270,231,240.6700
28,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.0390,265,232,242.4900
29,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.4100,262,231,242.0800
30,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.3400,258,232,241.7500
31,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.3970,264,235,245.0700
32,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.1730,260,232,241.7500
33,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.4840,265,235,243.9500
34,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.1580,264,232,242.5800
35,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.6050,265,231,240.8800
36,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.2400,260,234,243.5700
37,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.0640,268,234,244.4000
38,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.9950,264,233,242.9500
39,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.9280,268,234,244.4400
40,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,203.4600,264,234,243.8600
41,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.0620,268,232,241.6500
42,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.4940,269,234,244.3200
43,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.7240,268,233,243.3300
44,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.9090,262,234,244.6400
45,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.4350,263,233,242.7500
46,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.4070,262,231,240.9800
47,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,200.6340,268,232,241.2900
48,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.1070,264,233,241.8000
49,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.4160,264,232,242.7500
50,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.2270,268,233,243.8900
51,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,200.9640,268,232,242.6000
52,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.3050,264,232,242.6900
53,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.7220,268,232,241.3800
54,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,202.5000,269,234,242.7500
55,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.3130,264,231,241.6300
56,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.6820,261,232,242.2500
57,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,200.8610,261,234,242.9600
58,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.4570,270,236,244.8700
59,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,199.8630,268,232,242.6600
60,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.2070,265,234,244.2200
61,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,200.7670,269,233,242.9900
62,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,199.8220,262,232,242.8300
63,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,199.2820,265,230,241.5300
64,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,199.5790,268,229,239.7200
65,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,200.4320,258,232,242.3700
66,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,201.4800,263,235,243.3700
67,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,199.4560,262,229,239.2000
68,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,200.7330,264,233,241.8200
69,Dragon Claws Spec + Dragon Claws Spec + Dragon Claws Spec,199.5170,269,232,242.6300
0,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,151.5070,257,194,210.7100
1,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.2310,262,194,208.7400
2,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,151.0750,274,198,215.3000
3,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,151.1500,252,197,210.2400
4,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,150.2730,260,198,214.4500
5,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,151.9910,248,200,215.8100
6,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,151.2640,267,197,211.5600
7,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.2770,249,198,212.2700
8,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,151.2750,279,195,213.7600
9,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,151.4380,256,199,215.6400
10,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.3220,247,194,210.3700
11,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,150.1380,247,198,213.5500
12,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.7410,256,196,213.0000
13,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.0590,249,193,211.1000
14,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.4090,250,196,212.7200
15,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.6890,259,191,209.8600
16,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.7790,263,196,209.8900
17,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.6050,252,199,212.4000
18,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.6520,264,197,213.3500
19,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.3650,269,196,213.5200
20,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.2380,269,199,213.8400
21,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.4020,266,192,209.6500
22,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.5880,254,196,211.3000
23,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,149.1760,247,197,211.2200
24,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.0560,248,195,207.5300
25,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.7620,274,195,212.4800
26,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.5360,249,192,207.8600
27,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.4190,256,191,208.0300
28,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.6670,257,196,211.3400
29,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.9200,254,197,213.5500
30,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,148.5820,250,197,214.7600
31,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,146.3220,269,193,210.6700
32,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.4880,257,196,214.3100
33,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.8250,249,191,207.8400
34,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.0970,253,197,213.0500
35,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,147.6650,271,194,212.3800
36,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.9720,254,192,209.5200
37,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.6820,255,193,210.0500
38,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.5750,250,193,206.1300
39,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.1290,258,191,207.4100
40,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.1940,249,191,205.6200
41,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.1480,257,194,211.3900
42,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.6150,254,191,206.8200
43,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.3540,252,191,210.0200
44,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.1120,247,194,209.6800
45,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.7590,257,193,212.9000
46,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,145.0180,271,191,208.6300
47,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.6370,262,193,210.1100
48,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.2970,257,193,211.5400
49,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.0910,258,192,209.0600
50,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.1340,260,194,210.5200
51,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.3120,248,191,207.8600
52,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.8940,252,191,211.0400
53,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.7680,257,191,208.6600
54,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.4330,267,190,206.7500
55,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.8770,251,189,205.8400
56,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.1820,256,195,212.9700
57,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.7630,256,190,207.0900
58,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.9480,250,193,207.7500
59,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.9540,263,194,212.0700
60,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.3880,230,192,206.1500
61,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.7320,249,192,207.3900
62,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,142.4670,250,191,205.8100
63,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.2830,260,190,207.3700
64,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,143.2820,259,193,208.9400
65,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,140.5520,250,191,207.4700
66,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,144.1390,252,192,210.8000
67,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.3290,247,191,206.1800
68,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,138.7130,257,186,204.9100
69,Dragon Dagger Spec + Dragon Dagger Spec + Dragon Dagger Spec,141.3520,279,193,210.3700
0,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,102.3300,191,147,161.0100
1,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.8390,192,144,158.0000
2,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.5430,190,142,157.1700
3,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,102.0890,193,146,161.6300
4,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.9030,191,145,159.6200
5,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.2500,194,143,159.1400
6,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.9370,191,145,157.5500
7,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.8420,195,144,155.6700
8,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.4650,195,143,156.9200
9,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,101.3410,189,144,157.6800
10,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,101.7770,193,145,160.0400
11,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.6420,188,146,159.1700
12,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,101.0480,193,144,159.9300
13,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.4320,190,146,160.0600
14,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,103.2340,193,147,160.2400
15,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.2230,192,144,157.3600
16,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.6640,194,145,158.9600
17,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.6660,195,146,158.9100
18,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.1050,192,145,158.6000
19,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.4390,189,144,157.8800
20,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.8890,194,144,159.4300
21,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,101.9930,193,145,159.7500
22,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.4070,187,144,159.3100
23,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.1340,184,148,161.2100
24,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.9100,193,145,160.0500
25,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.0650,191,145,160.1000
26,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.4210,189,143,157.9200
27,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.3410,190,143,158.3000
28,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.7220,193,144,159.4400
29,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.0440,188,143,157.4300
30,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.2110,193,145,160.4700
31,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.7620,192,141,155.6000
32,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.5610,193,145,158.0400
33,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.7250,189,147,162.0300
34,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.7890,192,143,158.8200
35,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,101.7970,193,146,160.2400
36,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.0390,184,144,157.2300
37,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.7370,197,145,158.1400
38,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.0840,195,146,161.1000
39,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.4390,191,145,159.1000
40,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,98.8240,200,143,157.2300
41,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,100.3910,186,144,159.3400
42,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,101.3010,186,148,160.6500
43,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,97.8620,189,143,159.8100
44,Elder Maul Spec + Elder Maul Spec + Elder Maul Spec,99.5710,194,143,159.0700
